Gene,log2FoldChange,baseMean,pvalue
ENSG00000243828,NA,0,NA
ENSG00000243824,NA,0,NA
ENSG00000243822,NA,0,NA
ENSG00000243420,NA,0,NA
ENSG00000255560,NA,0,NA
ENSG00000248105,NA,0,NA
ENSG00000248104,NA,0,NA
ENSG00000178596,NA,0,NA
ENSG00000178597,0.121026415,2.839088928,0.553256409
ENSG00000248101,NA,0,NA
ENSG00000178591,NA,0,NA
ENSG00000202151,NA,0,NA
ENSG00000222592,NA,0,NA
ENSG00000222591,NA,0,NA
ENSG00000222596,NA,0,NA
ENSG00000249279,0.031864515,0.122158476,0.588376093
ENSG00000222594,0.033600802,0.150892337,0.577951375
ENSG00000141338,0.101010532,5.182150906,0.669532668
ENSG00000249275,0.145048483,4.332979424,0.535935032
ENSG00000222598,NA,0,NA
ENSG00000236204,-0.2566766,21.24213163,0.321391745
ENSG00000249270,NA,0,NA
ENSG00000249271,-0.006193622,0.28673683,0.926668094
ENSG00000249272,NA,0,NA
ENSG00000241469,NA,0,NA
ENSG00000265898,NA,0,NA
ENSG00000265899,NA,0,NA
ENSG00000241461,NA,0,NA
ENSG00000265890,0.031864515,0.122158476,0.588376093
ENSG00000241462,-0.007150229,0.299178666,0.915713913
ENSG00000241465,NA,0,NA
ENSG00000241464,0.03031897,0.57474818,0.744484343
ENSG00000265894,0.041035089,0.254372732,0.536600149
ENSG00000265895,NA,0,NA
ENSG00000233378,NA,0,NA
ENSG00000233379,-0.272719635,17.57537264,0.292289628
ENSG00000233370,NA,0,NA
ENSG00000233372,NA,0,NA
ENSG00000233373,NA,0,NA
ENSG00000233376,NA,0,NA
ENSG00000233377,0.042476791,0.301784673,0.529118711
ENSG00000252763,NA,0,NA
ENSG00000258948,NA,0,NA
ENSG00000258949,0.053591159,5.16038591,0.824865997
ENSG00000237645,NA,0,NA
ENSG00000250855,0.031864515,0.122158476,0.588376093
ENSG00000253377,NA,0,NA
ENSG00000258940,-0.04865152,1.465442089,0.762127651
ENSG00000258941,NA,0,NA
ENSG00000258942,0.152445338,1.449188832,0.271988895
ENSG00000258943,NA,0,NA
ENSG00000258944,0.111238077,9.191602887,0.669615307
ENSG00000258945,NA,0,NA
ENSG00000258946,-0.045025874,0.13853553,0.451724444
ENSG00000185638,NA,0,NA
ENSG00000223177,NA,0,NA
ENSG00000268717,NA,0,NA
ENSG00000223175,NA,0,NA
ENSG00000223174,NA,0,NA
ENSG00000268712,NA,0,NA
ENSG00000268711,NA,0,NA
ENSG00000264634,NA,0,NA
ENSG00000223179,NA,0,NA
ENSG00000268719,NA,0,NA
ENSG00000169900,-0.782264961,30.60318636,0.0025695
ENSG00000272668,NA,0,NA
ENSG00000272665,NA,0,NA
ENSG00000272664,NA,0,NA
ENSG00000272667,-0.032708357,38.78605001,0.88598512
ENSG00000272666,NA,0,NA
ENSG00000272661,NA,0,NA
ENSG00000272660,0.231413474,4.470198904,0.332298623
ENSG00000272663,-0.19784996,3.834931033,0.379393832
ENSG00000263637,NA,0,NA
ENSG00000183022,NA,0,NA
ENSG00000271318,NA,0,NA
ENSG00000264879,NA,0,NA
ENSG00000130988,-0.073658151,16.47104146,0.778317842
ENSG00000271314,NA,0,NA
ENSG00000240687,NA,0,NA
ENSG00000214558,NA,0,NA
ENSG00000271310,NA,0,NA
ENSG00000271312,NA,0,NA
ENSG00000271313,NA,0,NA
ENSG00000233599,NA,0,NA
ENSG00000214556,NA,0,NA
ENSG00000233594,NA,0,NA
ENSG00000067066,0.223387105,11.34753064,0.395509624
ENSG00000233590,0.024959228,0.801803568,0.830510893
ENSG00000233592,NA,0,NA
ENSG00000233593,-0.363509864,15.68379603,0.166934829
ENSG00000272717,-0.046753992,1.089984975,0.735875306
ENSG00000264873,NA,0,NA
ENSG00000262098,0.026390745,0.532718311,0.773027989
ENSG00000264872,NA,0,NA
ENSG00000235435,NA,0,NA
ENSG00000232426,NA,0,NA
ENSG00000232424,NA,0,NA
ENSG00000232423,NA,0,NA
ENSG00000232422,NA,0,NA
ENSG00000232421,NA,0,NA
ENSG00000232420,NA,0,NA
ENSG00000235438,-0.037713876,1.482424986,0.791960728
ENSG00000232429,NA,0,NA
ENSG00000264206,NA,0,NA
ENSG00000231996,NA,0,NA
ENSG00000231997,0.493261819,9.996624215,0.056125098
ENSG00000234746,NA,0,NA
ENSG00000231995,0.019859807,1.140307905,0.8858873
ENSG00000231992,0.033600802,0.150892337,0.577951375
ENSG00000231993,0.062571782,12.21655227,0.812040814
ENSG00000231990,0.004301157,2.119464703,0.981085113
ENSG00000231991,-0.00937603,6.922158192,0.969316584
ENSG00000260464,0.303338129,4.947779112,0.185577861
ENSG00000234748,NA,0,NA
ENSG00000234749,NA,0,NA
ENSG00000231998,NA,0,NA
ENSG00000231999,-0.12285497,5.634044259,0.600994152
ENSG00000250752,NA,0,NA
ENSG00000248616,0.041035089,0.254372732,0.536600149
ENSG00000187912,-0.045355864,0.537765065,0.559514032
ENSG00000170929,NA,0,NA
ENSG00000145526,0.454827237,17.50602488,0.083885102
ENSG00000170925,-0.485205191,15.3510758,0.065287414
ENSG00000170927,-0.063669243,11.28351948,0.807992602
ENSG00000250756,NA,0,NA
ENSG00000170920,NA,0,NA
ENSG00000170923,NA,0,NA
ENSG00000257468,NA,0,NA
ENSG00000183038,0.032514972,0.132214256,0.584432569
ENSG00000075886,-0.02574021,12.10190754,0.922079152
ENSG00000075884,0.04830124,7.426968966,0.840905836
ENSG00000258563,NA,0,NA
ENSG00000073737,0.041857836,0.280415557,0.532311311
ENSG00000073734,0.061491532,1.776506611,0.702440346
ENSG00000239742,NA,0,NA
ENSG00000239741,NA,0,NA
ENSG00000224330,NA,0,NA
ENSG00000224331,NA,0,NA
ENSG00000264718,NA,0,NA
ENSG00000224333,0.041536939,0.270359776,0.53397791
ENSG00000224334,0.077054873,0.402574033,0.391777159
ENSG00000224335,NA,0,NA
ENSG00000224336,NA,0,NA
ENSG00000235293,NA,0,NA
ENSG00000235292,NA,0,NA
ENSG00000146955,0.009139371,18.51169817,0.971877554
ENSG00000207771,-0.045760597,0.148286329,0.448032916
ENSG00000235296,0.040830379,0.577439216,0.702215019
ENSG00000269395,NA,0,NA
ENSG00000269394,NA,0,NA
ENSG00000269396,0.177338671,1.697521943,0.28815079
ENSG00000269391,NA,0,NA
ENSG00000269390,NA,0,NA
ENSG00000269393,NA,0,NA
ENSG00000269392,-0.103640946,3.317277529,0.600818146
ENSG00000263069,0.008895165,23.51472286,0.972989023
ENSG00000239744,NA,0,NA
ENSG00000269398,NA,0,NA
ENSG00000271661,NA,0,NA
ENSG00000267252,NA,0,NA
ENSG00000267253,-0.021328033,1.957980556,0.9092634
ENSG00000267250,NA,0,NA
ENSG00000267251,0.219975221,7.486291057,0.39207399
ENSG00000267256,NA,0,NA
ENSG00000267257,NA,0,NA
ENSG00000267254,-0.485752913,41.89496583,0.057353056
ENSG00000267255,0.17836307,3.756176705,0.434310831
ENSG00000180988,-0.09895039,3.079198566,0.59412142
ENSG00000267259,0.168597608,3.315856502,0.448451151
ENSG00000263942,NA,0,NA
ENSG00000263943,NA,0,NA
ENSG00000263940,0.011141273,1.083968683,0.935682289
ENSG00000263941,0.145419736,1.417642416,0.377455264
ENSG00000263946,NA,0,NA
ENSG00000263947,0.041536939,0.270359776,0.53397791
ENSG00000263944,NA,0,NA
ENSG00000263064,NA,0,NA
ENSG00000263948,NA,0,NA
ENSG00000207779,NA,0,NA
ENSG00000268953,NA,0,NA
ENSG00000233873,NA,0,NA
ENSG00000271669,NA,0,NA
ENSG00000266220,NA,0,NA
ENSG00000261941,NA,0,NA
ENSG00000181631,0.032514972,0.132214256,0.584432569
ENSG00000253800,NA,0,NA
ENSG00000181634,-0.240821638,25.52603326,0.352317116
ENSG00000253801,NA,0,NA
ENSG00000269971,-0.045025874,0.13853553,0.451724444
ENSG00000269972,NA,0,NA
ENSG00000168757,NA,0,NA
ENSG00000168754,-0.501329567,10.32730289,0.052607909
ENSG00000262017,NA,0,NA
ENSG00000262016,NA,0,NA
ENSG00000262015,NA,0,NA
ENSG00000262013,NA,0,NA
ENSG00000262011,-0.037836999,1.173190539,0.785279169
ENSG00000265041,NA,0,NA
ENSG00000265040,NA,0,NA
ENSG00000265043,-0.006482075,0.986724532,0.96449988
ENSG00000218976,NA,0,NA
ENSG00000265045,0.122021208,0.974081985,0.378122059
ENSG00000265044,NA,0,NA
ENSG00000265047,NA,0,NA
ENSG00000262018,NA,0,NA
ENSG00000257529,NA,0,NA
ENSG00000242036,NA,0,NA
ENSG00000269904,0.143081554,2.489036616,0.475247169
ENSG00000238472,NA,0,NA
ENSG00000238473,NA,0,NA
ENSG00000215210,-0.126873268,1.149622918,0.327894638
ENSG00000215217,0.059254906,8.411647814,0.819630938
ENSG00000238477,NA,0,NA
ENSG00000238474,NA,0,NA
ENSG00000238475,-0.046320078,0.156187103,0.445251804
ENSG00000260709,NA,0,NA
ENSG00000213013,0.064360681,0.980403259,0.660532257
ENSG00000238478,NA,0,NA
ENSG00000215218,-0.409214005,27.50395022,0.093240535
ENSG00000251019,NA,0,NA
ENSG00000251018,0.129486691,4.945428222,0.587979866
ENSG00000272552,NA,0,NA
ENSG00000259222,0.011769713,0.43660266,0.890579657
ENSG00000259223,0.293890557,32.21072494,0.235299203
ENSG00000259221,NA,0,NA
ENSG00000259227,NA,0,NA
ENSG00000259224,0.110512032,1.559997481,0.531121383
ENSG00000259228,NA,0,NA
ENSG00000259229,NA,0,NA
ENSG00000261674,NA,0,NA
ENSG00000254531,-0.345045632,29.36118634,0.158852816
ENSG00000272698,NA,0,NA
ENSG00000263050,-0.080345788,8.964312425,0.758601793
ENSG00000263051,NA,0,NA
ENSG00000263052,NA,0,NA
ENSG00000263053,0.099957168,6.442754605,0.660088949
ENSG00000263054,NA,0,NA
ENSG00000263055,NA,0,NA
ENSG00000226208,NA,0,NA
ENSG00000226209,NA,0,NA
ENSG00000226204,NA,0,NA
ENSG00000226205,-0.045760597,0.148286329,0.448032916
ENSG00000226202,NA,0,NA
ENSG00000226203,0.041035089,0.254372732,0.536600149
ENSG00000132671,0.067235241,0.710679979,0.556185746
ENSG00000266668,NA,0,NA
ENSG00000266669,NA,0,NA
ENSG00000266660,NA,0,NA
ENSG00000266662,NA,0,NA
ENSG00000266663,NA,0,NA
ENSG00000266664,NA,0,NA
ENSG00000262169,NA,0,NA
ENSG00000266666,NA,0,NA
ENSG00000266667,0.00889965,1.426018228,0.956475402
ENSG00000222969,NA,0,NA
ENSG00000266225,NA,0,NA
ENSG00000222961,NA,0,NA
ENSG00000187773,0.178304106,4.994238475,0.41680948
ENSG00000188716,-0.079941749,0.900980738,0.508656741
ENSG00000188710,0.034110868,0.856275272,0.79301409
ENSG00000188712,0.042402508,0.299093637,0.529500352
ENSG00000267524,NA,0,NA
ENSG00000268102,NA,0,NA
ENSG00000262322,NA,0,NA
ENSG00000266226,NA,0,NA
ENSG00000267525,NA,0,NA
ENSG00000260915,NA,0,NA
ENSG00000245750,-0.201847772,3.604389149,0.361933806
ENSG00000185607,0.072967461,1.094355979,0.602623806
ENSG00000259482,NA,0,NA
ENSG00000259483,0.041857836,0.280415557,0.532311311
ENSG00000169933,-0.161819594,16.76321521,0.533336309
ENSG00000262326,NA,0,NA
ENSG00000259488,0.318050537,11.80173254,0.226901091
ENSG00000259489,NA,0,NA
ENSG00000250764,-0.237350217,6.288790242,0.347078059
ENSG00000250765,-0.0275343,0.444773958,0.703901638
ENSG00000180279,-0.250641898,4.180926363,0.267487646
ENSG00000250760,NA,0,NA
ENSG00000250761,0.033453068,0.1482013,0.57882587
ENSG00000250762,-0.045025874,0.13853553,0.451724444
ENSG00000267785,-0.056084604,0.68948092,0.617978992
ENSG00000241088,NA,0,NA
ENSG00000250768,NA,0,NA
ENSG00000250769,NA,0,NA
ENSG00000258571,0.053569381,0.967656442,0.693926431
ENSG00000258570,NA,0,NA
ENSG00000258573,NA,0,NA
ENSG00000258572,NA,0,NA
ENSG00000261053,NA,0,NA
ENSG00000258577,NA,0,NA
ENSG00000258578,NA,0,NA
ENSG00000029559,0.033453068,0.1482013,0.57882587
ENSG00000267781,0.150767321,2.553391766,0.46014631
ENSG00000260936,-0.026091381,4.97802109,0.914311142
ENSG00000267782,NA,0,NA
ENSG00000264209,NA,0,NA
ENSG00000267528,0.0059536,0.392603281,0.932029173
ENSG00000267783,0.006612346,0.420615616,0.925061791
ENSG00000267529,NA,0,NA
ENSG00000267713,NA,0,NA
ENSG00000257522,NA,0,NA
ENSG00000176988,-0.008190693,0.270749786,0.902605353
ENSG00000267537,-0.072441529,1.905994865,0.629392757
ENSG00000258689,0.014561327,0.418951087,0.863597145
ENSG00000267533,NA,0,NA
ENSG00000260930,0.041536939,0.270359776,0.53397791
ENSG00000267531,NA,0,NA
ENSG00000267530,0.085185219,22.81201881,0.745811038
ENSG00000258683,NA,0,NA
ENSG00000211706,NA,0,NA
ENSG00000258687,NA,0,NA
ENSG00000234354,-0.094462882,1.589535618,0.583454359
ENSG00000258684,-0.095009617,2.512242161,0.560877903
ENSG00000230572,NA,0,NA
ENSG00000259368,NA,0,NA
ENSG00000251159,NA,0,NA
ENSG00000184956,0.088111068,20.30411442,0.719991707
ENSG00000184954,NA,0,NA
ENSG00000237580,NA,0,NA
ENSG00000261821,0.170400973,2.605813019,0.40850003
ENSG00000212884,NA,0,NA
ENSG00000243694,NA,0,NA
ENSG00000264713,NA,0,NA
ENSG00000243695,NA,0,NA
ENSG00000230578,NA,0,NA
ENSG00000250536,0.033600802,0.150892337,0.577951375
ENSG00000203886,NA,0,NA
ENSG00000125409,-0.121062416,25.1107765,0.634621935
ENSG00000203883,-0.161658331,1.681855771,0.252915786
ENSG00000242195,NA,0,NA
ENSG00000242197,NA,0,NA
ENSG00000242190,0.022704478,1.111038014,0.880849607
ENSG00000232089,NA,0,NA
ENSG00000182652,NA,0,NA
ENSG00000242199,0.219729035,1.090945695,0.129592796
ENSG00000221434,NA,0,NA
ENSG00000256358,NA,0,NA
ENSG00000197786,NA,0,NA
ENSG00000247402,0.090689355,5.124923802,0.697223585
ENSG00000256353,NA,0,NA
ENSG00000256352,NA,0,NA
ENSG00000242986,-0.006193622,0.28673683,0.926668094
ENSG00000256350,NA,0,NA
ENSG00000256357,NA,0,NA
ENSG00000226420,NA,0,NA
ENSG00000256355,NA,0,NA
ENSG00000256354,NA,0,NA
ENSG00000260086,-0.377557603,19.62030253,0.141111823
ENSG00000260087,0.041857836,0.280415557,0.532311311
ENSG00000260084,-0.002996014,2.370288424,0.987492676
ENSG00000226421,-0.00079937,5.790588803,0.997417608
ENSG00000260082,-0.101180619,1.563797775,0.566256752
ENSG00000260083,-0.269609226,13.6450985,0.305130226
ENSG00000260080,NA,0,NA
ENSG00000260081,-0.439453609,12.16180718,0.092756801
ENSG00000202281,NA,0,NA
ENSG00000202283,NA,0,NA
ENSG00000202285,NA,0,NA
ENSG00000260088,0.079387887,2.201927026,0.57441891
ENSG00000226427,NA,0,NA
ENSG00000254845,NA,0,NA
ENSG00000254844,-0.045025874,0.13853553,0.451724444
ENSG00000254847,NA,0,NA
ENSG00000232086,NA,0,NA
ENSG00000254841,NA,0,NA
ENSG00000254840,NA,0,NA
ENSG00000254843,0.024667529,0.870686618,0.833955207
ENSG00000254842,-0.198576749,2.365176367,0.302021348
ENSG00000254849,NA,0,NA
ENSG00000254848,NA,0,NA
ENSG00000264359,-0.000737867,1.750934737,0.996734577
ENSG00000261082,0.041857836,0.280415557,0.532311311
ENSG00000269754,NA,0,NA
ENSG00000104970,0.115704013,4.158979508,0.616750254
ENSG00000104972,0.010916032,0.429237915,0.898063461
ENSG00000263237,-0.011408097,0.97946178,0.924266823
ENSG00000104974,NA,0,NA
ENSG00000228316,NA,0,NA
ENSG00000228317,0.031864515,0.122158476,0.588376093
ENSG00000228314,NA,0,NA
ENSG00000228315,0.106748583,0.949065668,0.405209533
ENSG00000228312,NA,0,NA
ENSG00000228313,0.018111002,5.261849209,0.940257328
ENSG00000239279,NA,0,NA
ENSG00000239275,0.033600802,0.150892337,0.577951375
ENSG00000238127,NA,0,NA
ENSG00000239272,0.176717843,2.2419436,0.376847986
ENSG00000228318,NA,0,NA
ENSG00000228319,NA,0,NA
ENSG00000242214,NA,0,NA
ENSG00000270553,NA,0,NA
ENSG00000216762,NA,0,NA
ENSG00000266304,0.042402508,0.299093637,0.529500352
ENSG00000270552,NA,0,NA
ENSG00000199432,NA,0,NA
ENSG00000199436,0.157443669,3.666815835,0.48843275
ENSG00000202429,NA,0,NA
ENSG00000264578,NA,0,NA
ENSG00000185385,NA,0,NA
ENSG00000202427,NA,0,NA
ENSG00000231099,NA,0,NA
ENSG00000202422,NA,0,NA
ENSG00000140274,-0.052986888,0.706308975,0.638449716
ENSG00000248773,0.205522801,6.355957993,0.402814966
ENSG00000261673,-0.049077909,1.116332781,0.746700082
ENSG00000246477,0.693370465,22.67597337,0.006764832
ENSG00000140279,-0.187375739,31.01142449,0.45706416
ENSG00000124469,-0.050535551,2.830447387,0.812444932
ENSG00000240130,NA,0,NA
ENSG00000240131,NA,0,NA
ENSG00000124467,NA,0,NA
ENSG00000240135,NA,0,NA
ENSG00000240137,-0.135059719,10.21705379,0.607297085
ENSG00000205810,NA,0,NA
ENSG00000259367,NA,0,NA
ENSG00000271726,NA,0,NA
ENSG00000231091,NA,0,NA
ENSG00000166920,0.077054873,0.402574033,0.391777159
ENSG00000231090,NA,0,NA
ENSG00000166926,-0.045025874,0.13853553,0.451724444
ENSG00000166927,-0.021581906,1.2642291,0.890909461
ENSG00000166928,NA,0,NA
ENSG00000225883,0.0134236,0.408895306,0.873423936
ENSG00000231096,NA,0,NA
ENSG00000213309,NA,0,NA
ENSG00000169164,NA,0,NA
ENSG00000213307,NA,0,NA
ENSG00000213304,0.107539016,4.270613952,0.629212604
ENSG00000213303,-0.018603165,1.283212161,0.910732851
ENSG00000213302,-0.021053193,0.559872671,0.841322608
ENSG00000213301,NA,0,NA
ENSG00000266426,NA,0,NA
ENSG00000163202,NA,0,NA
ENSG00000241690,NA,0,NA
ENSG00000163206,NA,0,NA
ENSG00000163207,NA,0,NA
ENSG00000163209,0.032514972,0.132214256,0.584432569
ENSG00000225886,0.031265066,0.850880038,0.809818817
ENSG00000224254,NA,0,NA
ENSG00000225889,-0.290288385,3452.797519,NA
ENSG00000207559,NA,0,NA
ENSG00000207558,NA,0,NA
ENSG00000259365,NA,0,NA
ENSG00000207553,NA,0,NA
ENSG00000207552,NA,0,NA
ENSG00000207551,NA,0,NA
ENSG00000207550,NA,0,NA
ENSG00000255077,NA,0,NA
ENSG00000207556,NA,0,NA
ENSG00000207555,-0.045760597,0.148286329,0.448032916
ENSG00000123201,-0.048733353,2.751022812,0.785109951
ENSG00000256514,NA,0,NA
ENSG00000227929,NA,0,NA
ENSG00000227924,0.031864515,0.122158476,0.588376093
ENSG00000227925,NA,0,NA
ENSG00000227927,NA,0,NA
ENSG00000227920,0.031864515,0.122158476,0.588376093
ENSG00000227922,NA,0,NA
ENSG00000227923,NA,0,NA
ENSG00000260789,NA,0,NA
ENSG00000260788,-0.04740992,1.147452696,0.75524775
ENSG00000248770,NA,0,NA
ENSG00000262651,NA,0,NA
ENSG00000225276,NA,0,NA
ENSG00000241266,NA,0,NA
ENSG00000225274,NA,0,NA
ENSG00000225275,NA,0,NA
ENSG00000225272,NA,0,NA
ENSG00000225270,NA,0,NA
ENSG00000225271,NA,0,NA
ENSG00000251099,NA,0,NA
ENSG00000225278,NA,0,NA
ENSG00000225279,-0.07342222,1.684106226,0.685909641
ENSG00000240441,-0.038966389,0.864261075,0.781020296
ENSG00000273173,0.312923886,34.42021884,0.212694618
ENSG00000184166,NA,0,NA
ENSG00000273171,NA,0,NA
ENSG00000260780,NA,0,NA
ENSG00000242456,NA,0,NA
ENSG00000270454,NA,0,NA
ENSG00000271618,NA,0,NA
ENSG00000257138,-0.056571601,0.27707106,0.398370937
ENSG00000251090,NA,0,NA
ENSG00000268554,0.031864515,0.122158476,0.588376093
ENSG00000251235,NA,0,NA
ENSG00000244161,0.244892716,30.40421365,0.309812432
ENSG00000244167,NA,0,NA
ENSG00000260787,0.03107445,5.759739126,0.898365649
ENSG00000251234,NA,0,NA
ENSG00000244169,NA,0,NA
ENSG00000126562,-0.267846735,23.61161506,0.281438488
ENSG00000251237,NA,0,NA
ENSG00000257139,0.097798714,0.556157405,0.330917144
ENSG00000251236,NA,0,NA
ENSG00000272572,-0.068628777,5.278563392,0.770308747
ENSG00000227983,NA,0,NA
ENSG00000201245,NA,0,NA
ENSG00000201247,-0.045760597,0.148286329,0.448032916
ENSG00000201241,NA,0,NA
ENSG00000201240,NA,0,NA
ENSG00000201243,NA,0,NA
ENSG00000201242,NA,0,NA
ENSG00000206734,NA,0,NA
ENSG00000255928,0.012131323,0.421337141,0.886310056
ENSG00000206737,-0.088796246,0.591210262,0.419704294
ENSG00000206730,NA,0,NA
ENSG00000206731,0.080368208,0.692001899,0.521686276
ENSG00000206732,NA,0,NA
ENSG00000206733,NA,0,NA
ENSG00000255921,0.041369048,0.264428513,0.534853001
ENSG00000235369,0.081402353,0.804104594,0.492258605
ENSG00000255923,NA,0,NA
ENSG00000206738,NA,0,NA
ENSG00000206739,0.222347448,3.510589256,0.302446663
ENSG00000255927,NA,0,NA
ENSG00000268081,NA,0,NA
ENSG00000248942,NA,0,NA
ENSG00000248944,NA,0,NA
ENSG00000270424,0.033453068,0.1482013,0.57882587
ENSG00000204396,0.012578625,29.49234011,0.958863457
ENSG00000204397,NA,0,NA
ENSG00000266190,NA,0,NA
ENSG00000204393,NA,0,NA
ENSG00000204398,NA,0,NA
ENSG00000204399,NA,0,NA
ENSG00000270450,NA,0,NA
ENSG00000158104,-0.149995616,8.562091592,0.544047006
ENSG00000137745,0.042402508,0.299093637,0.529500352
ENSG00000137747,-0.186346215,21.37510832,0.478757575
ENSG00000157828,NA,0,NA
ENSG00000265751,0.032514972,0.132214256,0.584432569
ENSG00000262656,NA,0,NA
ENSG00000253189,-0.045025874,0.13853553,0.451724444
ENSG00000253188,NA,0,NA
ENSG00000253181,NA,0,NA
ENSG00000253180,-0.058248578,5.039269157,0.807429659
ENSG00000253183,0.014561327,0.418951087,0.863597145
ENSG00000253182,NA,0,NA
ENSG00000154736,0.58756979,30.12309711,0.022515738
ENSG00000253184,NA,0,NA
ENSG00000253186,NA,0,NA
ENSG00000187268,0.01062915,1.399337381,0.934509402
ENSG00000250989,NA,0,NA
ENSG00000264803,NA,0,NA
ENSG00000262827,NA,0,NA
ENSG00000265753,NA,0,NA
ENSG00000271174,NA,0,NA
ENSG00000270453,NA,0,NA
ENSG00000254351,NA,0,NA
ENSG00000262658,NA,0,NA
ENSG00000253452,-0.045760597,0.148286329,0.448032916
ENSG00000253451,NA,0,NA
ENSG00000253457,0.057372517,1.006446083,0.674292329
ENSG00000253456,NA,0,NA
ENSG00000253455,NA,0,NA
ENSG00000253454,NA,0,NA
ENSG00000253459,0.05728023,3.836808441,0.796014897
ENSG00000253458,NA,0,NA
ENSG00000239126,NA,0,NA
ENSG00000236141,NA,0,NA
ENSG00000257563,NA,0,NA
ENSG00000254350,NA,0,NA
ENSG00000081277,-0.008272685,8.395656139,0.972924117
ENSG00000205045,0.042451682,0.543800599,0.687970751
ENSG00000205044,NA,0,NA
ENSG00000257569,NA,0,NA
ENSG00000257568,-0.045025874,0.13853553,0.451724444
ENSG00000255403,NA,0,NA
ENSG00000257242,-0.015915838,3.725207319,0.944752696
ENSG00000271968,NA,0,NA
ENSG00000269147,NA,0,NA
ENSG00000262828,NA,0,NA
ENSG00000264806,NA,0,NA
ENSG00000262829,NA,0,NA
ENSG00000265526,NA,0,NA
ENSG00000266428,0.112302163,3.055857488,0.591061117
ENSG00000239124,NA,0,NA
ENSG00000242553,0.490393876,13.27562703,0.055427737
ENSG00000264807,NA,0,NA
ENSG00000159763,NA,0,NA
ENSG00000159761,0.106514203,37.89239548,0.660743328
ENSG00000255401,NA,0,NA
ENSG00000254575,NA,0,NA
ENSG00000239123,NA,0,NA
ENSG00000254574,NA,0,NA
ENSG00000263031,NA,0,NA
ENSG00000254577,0.372261494,13.0008296,0.149120914
ENSG00000170419,0.575154923,23.90936912,0.028848962
ENSG00000273304,NA,0,NA
ENSG00000273307,NA,0,NA
ENSG00000254576,NA,0,NA
ENSG00000264804,NA,0,NA
ENSG00000273300,NA,0,NA
ENSG00000273303,NA,0,NA
ENSG00000273302,0.169886431,5.189440192,0.486173189
ENSG00000174970,-0.008065993,0.934102853,0.947111004
ENSG00000273309,0.103268079,0.860545809,0.439931901
ENSG00000174977,-0.083746875,16.7136872,0.74957869
ENSG00000239122,0.036157117,5.396467013,0.877270475
ENSG00000178623,-0.190468553,8.109464765,0.461935196
ENSG00000134460,NA,0,NA
ENSG00000271178,NA,0,NA
ENSG00000270202,NA,0,NA
ENSG00000254357,NA,0,NA
ENSG00000243321,NA,0,NA
ENSG00000243323,-0.029740552,19.33694461,0.910009985
ENSG00000168530,NA,0,NA
ENSG00000243328,NA,0,NA
ENSG00000204805,0.102077121,4.754312763,0.665016413
ENSG00000204807,-0.010940619,3.066107825,0.956738348
ENSG00000204801,NA,0,NA
ENSG00000261662,0.210591164,10.68276258,0.420853999
ENSG00000248490,NA,0,NA
ENSG00000175591,0.140630967,20.47567738,0.582747787
ENSG00000248496,NA,0,NA
ENSG00000242216,NA,0,NA
ENSG00000269772,0.055079145,44.07078492,0.816128505
ENSG00000108702,NA,0,NA
ENSG00000108700,NA,0,NA
ENSG00000265654,0.041536939,0.270359776,0.53397791
ENSG00000266442,NA,0,NA
ENSG00000269776,NA,0,NA
ENSG00000272412,NA,0,NA
ENSG00000264925,NA,0,NA
ENSG00000177993,0.063815479,3.183927699,0.766344379
ENSG00000177992,0.079904147,5.48657697,0.736646745
ENSG00000177994,0.013706537,0.411586342,0.870984139
ENSG00000265655,NA,0,NA
ENSG00000231718,NA,0,NA
ENSG00000231719,NA,0,NA
ENSG00000269528,NA,0,NA
ENSG00000231714,NA,0,NA
ENSG00000231715,NA,0,NA
ENSG00000231716,NA,0,NA
ENSG00000231638,0.303326345,13.04797212,0.233657311
ENSG00000231710,NA,0,NA
ENSG00000231711,-0.415185587,38.64601799,0.103855235
ENSG00000231712,NA,0,NA
ENSG00000231713,0.367194765,9.611927756,0.146200974
ENSG00000210100,NA,0,NA
ENSG00000264924,0.077897469,2.863552252,0.714101842
ENSG00000266449,NA,0,NA
ENSG00000219190,NA,0,NA
ENSG00000221947,-0.483288539,38.3635795,0.060850711
ENSG00000237717,NA,0,NA
ENSG00000237714,-0.046320078,0.156187103,0.445251804
ENSG00000264927,NA,0,NA
ENSG00000237710,NA,0,NA
ENSG00000237711,NA,0,NA
ENSG00000145309,0.450314933,10.34755866,0.058973719
ENSG00000177669,0.097018751,3.648832746,0.665748078
ENSG00000240674,-0.007150229,0.299178666,0.915713913
ENSG00000240673,0.033600802,0.150892337,0.577951375
ENSG00000265601,NA,0,NA
ENSG00000237718,0.131884676,6.979310379,0.588750555
ENSG00000237719,0.200660244,0.974718482,0.1501905
ENSG00000268494,NA,0,NA
ENSG00000228182,NA,0,NA
ENSG00000271176,NA,0,NA
ENSG00000172016,NA,0,NA
ENSG00000172014,0.302314561,2.692338825,0.108591955
ENSG00000271141,NA,0,NA
ENSG00000188266,-0.264610855,31.14965624,0.286971966
ENSG00000188263,-0.009436202,8.635821124,0.969662832
ENSG00000271840,-0.014364341,0.550121872,0.874728691
ENSG00000228187,NA,0,NA
ENSG00000188269,0.033600802,0.150892337,0.577951375
ENSG00000235426,NA,0,NA
ENSG00000228186,NA,0,NA
ENSG00000248318,0.033453068,0.1482013,0.57882587
